Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
249,Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,0.47,3.65,1.42,38.9,3.65,1.42,0.10,0.25,16.9,0.22,0.11,0.11,0.56,0.48,0.13,-0.09,-0.11,Matches,21a66f6a
250,N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,0.10,0.86,0.46,52.9,0.86,0.46,0.12,0.22,18.6,0.00,0.00,0.00,0.09,0.09,0.11,0.01,0.01,Matches,b9fbae28
251,Edo Kayembe,cd COD,MF,Watford,22,1998,8.9,0.00,0.67,0.00,0.0,0.68,0.00,0.00,,28.8,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches,f99b71de
252,Moise Kean,it ITA,FW,Everton,21,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3d50bcdb
253,Michael Keane,eng ENG,DF,Everton,28,1993,31.0,0.10,0.65,0.19,30.0,0.64,0.19,0.15,0.50,11.9,0.00,0.00,0.00,0.04,0.04,0.06,0.06,0.06,Matches,c5b7c315
254,Naby Keïta,gn GUI,MF,Liverpool,26,1995,13.0,0.23,2.00,0.54,26.9,1.99,0.54,0.12,0.43,21.3,0.00,0.00,0.00,0.18,0.18,0.09,0.05,0.05,Matches,f25c8e3a
255,Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,62d7ef38
256,Kenedy,br BRA,DF,Chelsea,25,1996,0.6,0.00,1.67,0.00,0.0,1.55,0.00,0.00,,17.0,0.00,0.00,0.00,0.17,0.17,0.08,-0.17,-0.17,Matches,5eebbfdf
257,Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,0.00,0.44,0.00,0.0,0.44,0.00,0.00,,23.8,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches,099e666f
258,Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,0.03,0.43,0.13,30.8,0.44,0.13,0.08,0.25,8.8,0.00,0.00,0.00,0.03,0.03,0.08,0.00,0.00,Matches,d0f72bf1
259,Joshua King,no NOR,FW,Watford,29,1992,25.0,0.20,1.92,0.72,37.5,1.92,0.72,0.08,0.22,14.7,0.00,0.04,0.04,0.32,0.29,0.15,-0.12,-0.13,Matches,43458538
260,Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,3f70db80
261,Mateusz Klich,pl POL,MF,Leeds United,31,1990,23.0,0.04,1.83,0.78,42.9,1.82,0.78,0.02,0.06,20.3,0.00,0.00,0.00,0.12,0.12,0.07,-0.07,-0.07,Matches,282679b4
262,Robin Koch,de GER,MFDF,Leeds United,25,1996,17.5,0.00,0.69,0.06,8.3,0.69,0.06,0.00,0.00,14.8,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,Matches,ea6bc03a
263,Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,3935e52e
264,Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11.0,0.00,0.36,0.00,0.0,0.36,0.00,0.00,,9.0,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches,5ed9b537
265,Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,0.07,0.55,0.22,40.0,0.55,0.22,0.13,0.33,7.0,0.00,0.00,0.00,0.05,0.05,0.10,0.02,0.02,Matches,0313a347
266,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,0.00,0.37,0.00,0.0,0.36,0.00,0.00,,19.2,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches,8d3c902d
267,Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,0.12,1.27,0.35,27.3,1.27,0.35,0.09,0.33,19.4,0.06,0.00,0.00,0.10,0.10,0.08,0.01,0.01,Matches,79c0821a
268,Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,18.2,0.00,0.33,0.05,16.7,0.33,0.06,0.00,0.00,19.7,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches,77cf6852
269,Alex Král,cz CZE,MF,West Ham,23,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e717705a
270,Tim Krul,nl NED,GK,Norwich City,33,1988,29.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,f23f9d20
271,Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,0.05,2.16,0.52,23.9,2.16,0.52,0.02,0.09,19.7,0.14,0.00,0.00,0.15,0.15,0.07,-0.10,-0.10,Matches,5aaef9ef
272,Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,14.0,0.36,1.86,0.64,34.6,1.86,0.64,0.19,0.56,17.1,0.00,0.00,0.00,0.24,0.24,0.13,0.11,0.11,Matches,df3cda47
273,Alexandre Lacazette,fr FRA,FWMF,Arsenal,30,1991,19.8,0.20,2.17,0.61,27.9,2.17,0.61,0.05,0.17,14.8,0.05,0.10,0.15,0.40,0.28,0.13,-0.20,-0.18,Matches,9dbb75ca
274,Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,0.00,1.16,0.23,20.0,1.15,0.23,0.00,0.00,18.8,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches,99813635
275,Tariq Lamptey,eng ENG,DFFW,Brighton,20,2000,17.3,0.00,1.10,0.23,21.1,1.10,0.23,0.00,0.00,19.5,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches,f4e433d4
276,Manuel Lanzini,ar ARG,MFFW,West Ham,28,1993,19.8,0.25,0.66,0.20,30.8,0.66,0.20,0.15,0.50,21.6,0.05,0.15,0.15,0.17,0.06,0.09,0.08,0.05,Matches,26f6dca8
277,Aymeric Laporte,es ESP,DF,Manchester City,27,1994,31.4,0.13,1.11,0.22,20.0,1.11,0.22,0.11,0.57,10.7,0.00,0.00,0.00,0.14,0.14,0.13,-0.01,-0.01,Matches,119b9a8e
278,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,22.9,0.04,0.70,0.13,18.8,0.70,0.13,0.06,0.33,8.4,0.00,0.00,0.00,0.05,0.05,0.07,-0.00,-0.00,Matches,450ab6fc
279,Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,0.04,1.31,0.36,27.3,1.31,0.36,0.03,0.11,23.1,0.00,0.00,0.00,0.06,0.06,0.05,-0.02,-0.02,Matches,f5044e54
280,Aaron Lennon,eng ENG,MF,Burnley,34,1987,17.2,0.12,0.70,0.23,33.3,0.70,0.23,0.17,0.50,19.3,0.00,0.00,0.00,0.06,0.06,0.09,0.05,0.05,Matches,2ff964a0
281,Bernd Leno,de GER,GK,Arsenal,29,1992,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,2628fd2b
282,Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,efb9215a
283,Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,0.00,0.15,0.08,50.0,0.15,0.08,0.00,0.00,6.9,0.00,0.00,0.00,0.01,0.01,0.08,-0.01,-0.01,Matches,f5deef4c
284,Jesse Lingard,eng ENG,FWMF,Manchester Utd,28,1992,4.1,0.49,1.95,1.46,75.0,1.96,1.47,0.25,0.33,17.7,0.00,0.00,0.00,0.17,0.17,0.08,0.32,0.32,Matches,810e3c74
285,Valentino Livramento,eng ENG,DF,Southampton,18,2002,24.5,0.04,0.49,0.12,25.0,0.49,0.12,0.08,0.33,15.7,0.00,0.00,0.00,0.05,0.05,0.10,-0.01,-0.01,Matches,afed6722
286,Diego Llorente,es ESP,DF,Leeds United,27,1993,26.0,0.12,0.38,0.12,30.0,0.38,0.12,0.30,1.00,8.9,0.00,0.00,0.00,0.05,0.05,0.14,0.06,0.06,Matches,bba30585
287,Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,8f62b6ee
288,Giovani Lo Celso,ar ARG,MFFW,Tottenham,25,1996,2.6,0.00,3.46,0.00,0.0,3.40,0.00,0.00,,18.5,0.38,0.00,0.00,0.27,0.27,0.08,-0.27,-0.27,Matches,d7553721
289,Jürgen Locadia,nl NED,FW,Brighton,27,1993,0.3,0.00,3.33,0.00,0.0,3.91,0.00,0.00,,20.0,0.00,0.00,0.00,0.33,0.33,0.11,-0.33,-0.33,Matches,6cc47ae1
290,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,25,1996,15.5,0.00,1.23,0.39,31.6,1.23,0.39,0.00,0.00,17.4,0.00,0.00,0.00,0.08,0.08,0.06,-0.08,-0.08,Matches,e97fd090
291,Kevin Long,ie IRL,DF,Burnley,30,1990,4.6,0.00,0.87,0.00,0.0,0.88,0.00,0.00,,11.6,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches,5a4280b1
292,Shane Long,ie IRL,FW,Southampton,34,1987,3.4,0.29,2.65,1.47,55.6,2.63,1.46,0.11,0.20,10.7,0.00,0.00,0.00,0.29,0.29,0.11,0.00,0.00,Matches,9f472354
293,Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,16.3,0.06,0.92,0.12,13.3,0.92,0.12,0.07,0.50,23.9,0.06,0.00,0.00,0.07,0.07,0.08,-0.01,-0.01,Matches,a2b105e0
294,Ademola Lookman,ng NGA,FWMF,Leicester City,23,1997,16.1,0.37,1.68,0.75,44.4,1.67,0.74,0.22,0.50,13.9,0.00,0.00,0.00,0.32,0.32,0.19,0.06,0.06,Matches,7c104bb7
295,Jonas Lössl,dk DEN,GK,Brentford,32,1989,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,939bc634
296,Imran Louza,ma MAR,MF,Watford,22,1999,15.7,0.00,01.08,0.25,23.5,01.08,0.25,0.00,0.00,27.1,0.38,0.00,0.00,0.07,0.07,0.07,-0.07,-0.07,Matches,e1df6989
297,Matthew Lowton,eng ENG,DF,Burnley,32,1989,19.7,0.05,0.51,0.10,20.0,0.51,0.10,0.10,0.50,20.5,0.00,0.00,0.00,0.03,0.03,0.06,0.02,0.02,Matches,9a9c05db
298,Douglas Luiz,br BRA,MF,Aston Villa,23,1998,30.2,0.07,0.76,0.26,34.8,0.76,0.27,0.09,0.25,23.7,0.26,0.00,0.00,0.07,0.07,0.09,0.00,0.00,Matches,6f7d826d
299,Romelu Lukaku,be BEL,FW,Chelsea,28,1993,17.7,0.45,2.37,0.73,31.0,2.38,0.74,0.17,0.54,13.1,0.06,0.06,0.06,0.38,0.34,0.14,0.07,0.05,Matches,5eae500a
300,Lyanco,br BRA,DF,Southampton,24,1997,10.1,0.00,0.59,0.00,0.0,0.59,0.00,0.00,,15.2,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches,b5bf1770
301,Alexis Mac Allister,ar ARG,MFFW,Brighton,22,1998,23.6,0.21,2.42,0.38,15.8,2.42,0.38,0.05,0.33,20.4,0.17,0.08,0.13,0.28,0.18,0.07,-0.06,-0.05,Matches,83d074ff
302,James Maddison,eng ENG,MFFW,Leicester City,24,1996,27.3,0.44,2.67,1.21,45.2,2.67,1.21,0.16,0.36,19.8,0.48,0.00,0.00,0.30,0.30,0.11,0.14,0.14,Matches,ee38d9c5
303,Harry Maguire,eng ENG,DF,Manchester Utd,28,1993,27.9,0.04,0.82,0.36,43.5,0.82,0.36,0.04,0.10,11.9,0.00,0.00,0.00,0.06,0.06,0.08,-0.03,-0.03,Matches,d8931174
304,Riyad Mahrez,dz ALG,FW,Manchester City,30,1991,16.6,0.66,3.37,01.08,32.1,3.36,01.08,0.13,0.39,17.2,0.36,0.24,0.30,0.61,0.38,0.11,0.05,0.04,Matches,892d5bb1
305,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,3.0,0.00,0.67,0.00,0.0,0.67,0.00,0.00,,26.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,e3a5814e
306,Sadio Mané,sn SEN,FW,Liverpool,29,1992,31.3,0.51,3.16,1.18,37.4,3.16,1.18,0.16,0.43,13.3,0.00,0.00,0.00,0.53,0.53,0.17,-0.02,-0.02,Matches,c691bfe2
307,Javier Manquillo,es ESP,DF,Newcastle Utd,27,1994,14.0,0.07,0.29,0.14,50.0,0.29,0.14,0.25,0.50,15.5,0.00,0.00,0.00,0.04,0.04,0.12,0.04,0.04,Matches,758dd7f0
308,Fernando Marçal,br BRA,DF,Wolves,32,1989,16.1,0.00,0.68,0.06,9.1,0.68,0.06,0.00,0.00,22.3,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches,9ae9eaea
309,Solly March,eng ENG,DFFW,Brighton,27,1994,19.4,0.00,01.08,0.52,47.6,01.08,0.52,0.00,0.00,17.3,0.10,0.00,0.00,0.08,0.08,0.07,-0.08,-0.08,Matches,bb5fbd2b
310,Pablo Marí,es ESP,DF,Arsenal,27,1993,2.0,0.00,0.50,0.00,0.0,0.50,0.00,0.00,,4.1,0.00,0.00,0.00,0.15,0.15,0.31,-0.15,-0.15,Matches,aa54ec6f
311,Anthony Martial,fr FRA,FW,Manchester Utd,25,1995,2.4,0.42,02.08,0.83,40.0,2.12,0.85,0.20,0.50,12.3,0.00,0.00,0.00,0.17,0.17,0.09,0.25,0.25,Matches,8b788c01
312,Martinelli,br BRA,FWMF,Arsenal,20,2001,20.7,0.29,2.42,0.72,30.0,2.42,0.73,0.10,0.33,14.4,0.00,0.05,0.05,0.35,0.31,0.13,-0.06,-0.07,Matches,48a5a5d6
313,Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,7956236f
314,Adam Masina,ma MAR,DF,Watford,27,1994,12.0,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,11.6,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches,de0f152c
315,Arthur Masuaku,cd COD,DFFW,West Ham,27,1993,7.2,0.14,0.56,0.14,25.0,0.55,0.14,0.25,1.00,26.6,0.00,0.00,0.00,0.01,0.01,0.03,0.13,0.13,Matches,57df7a11
316,Juan Mata,es ESP,MF,Manchester Utd,33,1988,2.6,0.00,1.92,0.38,20.0,1.91,0.38,0.00,0.00,16.0,0.00,0.00,0.00,0.12,0.12,0.06,-0.12,-0.12,Matches,29733c72
317,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24,1997,12.7,0.39,2.91,1.42,48.6,2.91,1.41,0.14,0.28,10.5,0.00,0.00,0.00,0.43,0.43,0.15,-0.04,-0.04,Matches,50e6dc35
318,Nemanja Matić,rs SRB,MF,Manchester Utd,32,1988,15.4,0.00,0.39,0.06,16.7,0.39,0.07,0.00,0.00,23.4,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches,eb7822d7
319,Joël Matip,cm CMR,DF,Liverpool,29,1991,31.0,0.10,1.10,0.23,20.6,1.10,0.23,0.09,0.43,8.7,0.00,0.00,0.00,0.10,0.10,0.09,-0.00,-0.00,Matches,b217ef29
320,Neal Maupay,fr FRA,FW,Brighton,24,1996,25.3,0.32,2.33,0.55,23.7,2.33,0.55,0.12,0.50,15.9,0.00,0.04,0.08,0.30,0.25,0.10,0.01,0.03,Matches,4bcf39f6
321,Bryan Mbeumo,fr FRA,FW,Brentford,21,1999,32.3,0.12,2.38,0.59,24.7,2.39,0.59,0.04,0.16,15.9,0.09,0.03,0.03,0.30,0.28,0.12,-0.18,-0.19,Matches,6afaebf2
322,James McArthur,sct SCO,MF,Crystal Palace,33,1987,16.0,0.00,0.56,0.19,33.3,0.56,0.19,0.00,0.00,19.8,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches,cee31595
323,James Mcatee,eng ENG,MFFW,Manchester City,18,2002,0.2,0.00,5.00,0.00,0.0,4.50,0.00,0.00,,13.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches,"9,66E+93"
324,Kasey McAteer,eng ENG,FW,Leicester City,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b2c66859
325,Liam McCarron,sct SCO,FW,Leeds United,20,2001,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,076bb352
326,Alex McCarthy,eng ENG,GK,Southampton,31,1989,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,36c2ca73
327,John McGinn,sct SCO,MF,Aston Villa,26,1994,34.3,0.09,1.25,0.44,34.9,1.25,0.44,0.07,0.20,23.8,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.04,Matches,90f91999
328,Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1000a059
329,Kenny McLean,sct SCO,MF,Norwich City,29,1992,30.1,0.03,1.13,0.20,17.6,1.13,0.20,0.03,0.17,18.9,0.00,0.00,0.00,0.06,0.06,0.06,-0.03,-0.03,Matches,471f16b3
330,Dwight McNeil,eng ENG,MF,Burnley,21,1999,34.5,0.00,1.51,0.43,28.8,1.51,0.43,0.00,0.00,22.1,0.12,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,Matches,fc15fb84
331,Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,26.5,0.04,01.02,0.26,25.9,01.02,0.26,0.04,0.14,19.4,0.00,0.00,0.00,0.06,0.06,0.06,-0.02,-0.02,Matches,d93c2511
332,Ben Mee,eng ENG,DF,Burnley,31,1989,20.4,0.15,0.88,0.20,22.2,0.88,0.20,0.17,0.75,8.0,0.00,0.00,0.00,0.09,0.09,0.11,0.06,0.06,Matches,8df7a2fb
333,Hannibal Mejbri,tn TUN,FW,Manchester Utd,18,2003,0.8,0.00,1.25,1.25,100.0,1.32,1.32,0.00,0.00,22.0,0.00,0.00,0.00,0.13,0.13,0.09,-0.13,-0.13,Matches,ca22ccb0
334,Benjamin Mendy,fr FRA,DF,Manchester City,27,1994,0.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,5271c8f1
335,Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,33887998
336,Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,11.5,0.00,0.09,0.09,100.0,0.09,0.09,0.00,0.00,25.3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,1598599e
337,Illan Meslier,fr FRA,GK,Leeds United,21,2000,37.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,6b625ac2
338,Luka Milivojević,rs SRB,MF,Crystal Palace,30,1991,8.6,0.00,0.93,0.00,0.0,0.93,0.00,0.00,,26.6,0.47,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches,2ce2508a
339,James Milner,eng ENG,MFDF,Liverpool,35,1986,9.5,0.00,01.05,0.21,20.0,01.06,0.21,0.00,0.00,22.8,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches,2f90f6b8
340,Yerry Mina,co COL,DF,Everton,26,1994,9.4,0.00,0.64,0.11,16.7,0.64,0.11,0.00,0.00,9.2,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches,6d5701f2
341,Takumi Minamino,jp JPN,FWMF,Liverpool,26,1995,2.1,1.43,3.33,1.90,57.1,3.39,1.94,0.43,0.75,13.5,0.00,0.00,0.00,0.86,0.86,0.26,0.57,0.57,Matches,f833a830
342,Tyrone Mings,eng ENG,DF,Aston Villa,28,1993,35.4,0.03,0.59,0.14,23.8,0.59,0.14,0.05,0.20,12.4,0.00,0.00,0.00,0.04,0.04,0.07,-0.01,-0.01,Matches,8397a50c
343,Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,34.5,0.00,0.14,0.03,20.0,0.15,0.03,0.00,0.00,15.4,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches,5cbd1eb0
344,Jakub Moder,pl POL,MFFW,Brighton,22,1999,18.9,0.00,1.48,0.32,21.4,1.48,0.32,0.00,0.00,16.5,0.11,0.00,0.00,0.13,0.13,0.09,-0.13,-0.13,Matches,f230bc30
345,Wesley Moraes,br BRA,FW,Aston Villa,24,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bfae110f
346,Tyler Morton,eng ENG,MF,Liverpool,18,2002,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,2bc28bb9
347,Mason Mount,eng ENG,MFFW,Chelsea,22,1999,26.3,0.42,2.85,01.03,36.0,2.86,01.03,0.13,0.37,17.6,0.23,0.04,0.04,0.34,0.31,0.11,0.08,0.07,Matches,9674002f
348,Lucas Moura,br BRA,FWMF,Tottenham,28,1992,19.7,0.10,1.93,0.56,28.9,1.93,0.56,0.05,0.18,15.6,0.00,0.00,0.00,0.19,0.19,0.10,-0.09,-0.09,Matches,2b622f01
349,João Moutinho,pt POR,MF,Wolves,34,1986,33.0,0.06,0.61,0.21,35.0,0.61,0.21,0.10,0.29,23.7,0.12,0.00,0.00,0.03,0.03,0.05,0.03,0.03,Matches,f5a00fa4
350,Bali Mumba,eng ENG,DF,Norwich City,19,2001,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,2d760d7b
351,Jacob Murphy,eng ENG,FWDF,Newcastle Utd,26,1995,16.4,0.06,1.71,0.37,21.4,1.71,0.37,0.04,0.17,19.7,0.06,0.00,0.00,0.18,0.18,0.10,-0.12,-0.12,Matches,de112b84
352,Enock Mwepu,zm ZAM,MFFW,Brighton,23,1998,11.1,0.18,1.71,0.72,42.1,1.72,0.72,0.11,0.25,19.6,0.00,0.00,0.00,0.17,0.17,0.10,0.01,0.01,Matches,1d5cab82
